meshblock,MB_CATEGORY_2021,LGA_CODE_2018,LGA_NAME_2018,flag_new_code_2021,reason,MMM_remoteness,SA3_code,SA3_title,SA2_code,SA2_title,lookup,tertiary_region,secondary_region,top_level_region,2011_lookup,2016_lookup,locality_name,tertiary_2011,secondary_2011,top_2011,overall_map
10309860000,Parkland,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10310310000,Other,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10310320000,Other,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10310330000,Other,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10310340000,Other,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10310350000,Primary Production,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
11204634100,Other,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
11205382200,Other,13310,Goulburn Mulwaree (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100701,,Braidwood Region,Bungendore - Braidwood & Regions,10102100701,10102100701,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10576170000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10576190000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10576210000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10576220000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10576300000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
11205019700,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
11205019800,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
11208270000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
11208280000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100702,,Braidwood Region,Bungendore - Braidwood & Regions,10102100702,10102100702,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10576100000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576110000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576240000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576381000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576382000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
11204726500,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
11205714600,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100703,,Braidwood,Bungendore - Braidwood & Regions,10102100703,10102100703,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10575020000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10575030000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10575040000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576030000,Hospital/Medical,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576040000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576050000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576060000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576080000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576162000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576250000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576261000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
11205077500,Education,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100704,,Braidwood,Bungendore - Braidwood & Regions,10102100704,10102100704,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
1.06E+10,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100705,,Braidwood,Bungendore - Braidwood & Regions,10102100705,10102100705,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576010000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100705,,Braidwood,Bungendore - Braidwood & Regions,10102100705,10102100705,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576020000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100705,,Braidwood,Bungendore - Braidwood & Regions,10102100705,10102100705,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576090000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100705,,Braidwood,Bungendore - Braidwood & Regions,10102100705,10102100705,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576262000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100705,,Braidwood,Bungendore - Braidwood & Regions,10102100705,10102100705,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10576270000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100705,,Braidwood,Bungendore - Braidwood & Regions,10102100705,10102100705,Braidwood,,Braidwood,Bungendore - Braidwood & Regions,map
10575840000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10575850000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10575860000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10575870000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10575880000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10575890000,Residential,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10576540000,Other,16490,Queanbeyan-Palerang Regional (A),2011,settlement,5,10102,Queanbeyan,101021007,Braidwood,10102100706,,Majors Creek,Bungendore - Braidwood & Regions,10102100706,10102100706,Majors Creek,,Majors Creek,Bungendore - Braidwood & Regions,map
10575130000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575140000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575150000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575270000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575350000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575830000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575900000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575910000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575920000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575930000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575940000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575950000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575980000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576360000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576370000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576490000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576510000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576520000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576530000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576550000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576560000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576650000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576690000,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10576700000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10995970000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10995980000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10995990000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10996180000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10996190000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10996200000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10996210000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
11204665000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
11204968400,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
11205841800,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
11205845700,Other,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
11205847300,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100707,,Araluen Region,Bungendore - Braidwood & Regions,10102100707,10102100707,Araluen Region,,Araluen Region,Bungendore - Braidwood & Regions,map
10575010000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575060000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575070000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575080000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575090000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575190000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575200000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575210000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575220000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575260000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575280000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575290000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575320000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575330000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575340000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575360000,Parkland,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575390000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575400000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
10575420000,Primary Production,16490,Queanbeyan-Palerang Regional (A),2011,rural,5,10102,Queanbeyan,101021007,Braidwood,10102100708,,Braidwood Region,Bungendore - Braidwood & Regions,10102100708,10102100708,Braidwood Region,,Braidwood Region,Bungendore - Braidwood & Regions,map
